"12bf -- Household income and expenditure by area, annually, 2000-2020",,,,,,,,
,,,,,,,,
Sector,Area,Transaction,"2015 At current prices, millions of euro","2016 At current prices, millions of euro","2017 At current prices, millions of euro","2018 At current prices, millions of euro","2019 At current prices, millions of euro","2020 At current prices, millions of euro"
S14 Households,SK133 Keuruu,"D4OMR  Property income, (incl. holding gains and losses), income",23,22,21,19,18,24
S14 Households,SK133 Keuruu,"D4K Property income, expenditure",2,1,1,1,1,1
S14 Households,SK133 Keuruu,B5N Net national income,216,219,217,217,219,218
S14 Households,SK133 Keuruu,"D62R Social benefits other than social transfers in kind, income",109,109,108,109,110,113
S14 Households,SK133 Keuruu,"D7R Other current transfers, income",5,6,6,6,6,6
S14 Households,SK133 Keuruu,"D5K Income, property and other direct taxes excl. capital taxes, expenditure",49,50,48,49,50,50
S14 Households,SK133 Keuruu,D61K Employer's social security contributions,41,43,41,41,42,39
S14 Households,SK133 Keuruu,"D7K Other current transfers, expenditure",10,10,10,10,10,10
S14 Households,SK133 Keuruu,"B6N Disposable income, net",230,232,233,232,234,238
S14 Households,SK134 Jämsä,"B2N Operating surplus, net",36,37,36,39,40,46
S14 Households,SK134 Jämsä,"B3N Mixed income, net",31,32,34,39,37,35
S14 Households,SK134 Jämsä,"D11R Wages and salaries received, income",274,271,274,277,280,269
S14 Households,SK134 Jämsä,"D12R Employer's social security contributions, income",64,64,59,57,56,51
S14 Households,SK134 Jämsä,"D4OMR  Property income, (incl. holding gains and losses), income",32,33,34,35,34,29
S14 Households,SK134 Jämsä,"D4K Property income, expenditure",3,2,2,2,2,1
S14 Households,SK134 Jämsä,B5N Net national income,434,434,435,444,445,428
S14 Households,SK134 Jämsä,"D62R Social benefits other than social transfers in kind, income",197,198,197,199,201,210
S14 Households,SK134 Jämsä,"D7R Other current transfers, income",10,10,12,11,12,11
S14 Households,SK134 Jämsä,"D5K Income, property and other direct taxes excl. capital taxes, expenditure",105,105,103,103,105,102
S14 Households,SK134 Jämsä,D61K Employer's social security contributions,94,95,91,90,90,84
S14 Households,SK134 Jämsä,"D7K Other current transfers, expenditure",19,18,18,18,18,18
S14 Households,SK134 Jämsä,"B6N Disposable income, net",424,425,432,443,445,444
S14 Households,SK135 Äänekoski,"B2N Operating surplus, net",39,41,40,40,39,41
S14 Households,SK135 Äänekoski,"B3N Mixed income, net",31,33,35,33,32,31
S14 Households,SK135 Äänekoski,"D11R Wages and salaries received, income",265,270,277,281,285,281
S14 Households,SK135 Äänekoski,"D12R Employer's social security contributions, income",61,63,60,58,57,53
S14 Households,SK135 Äänekoski,"D4OMR  Property income, (incl. holding gains and losses), income",33,33,42,34,30,28
S14 Households,SK135 Äänekoski,"D4K Property income, expenditure",3,2,2,2,2,2
S14 Households,SK135 Äänekoski,B5N Net national income,426,438,452,444,441,433
S14 Households,SK135 Äänekoski,"D62R Social benefits other than social transfers in kind, income",193,192,191,190,192,201
S14 Households,SK135 Äänekoski,"D7R Other current transfers, income",9,10,11,10,11,11
S14 Households,SK135 Äänekoski,"D5K Income, property and other direct taxes excl. capital taxes, expenditure",100,103,102,99,99,100
S14 Households,SK135 Äänekoski,D61K Employer's social security contributions,91,94,92,92,92,87
S14 Households,SK135 Äänekoski,"D7K Other current transfers, expenditure",19,18,18,18,18,18
S14 Households,SK135 Äänekoski,"B6N Disposable income, net",419,426,441,435,435,439
S14 Households,SK138 Saarijärvi-Viitasaari,"B2N Operating surplus, net",50,52,51,56,61,63
S14 Households,SK138 Saarijärvi-Viitasaari,"B3N Mixed income, net",64,67,70,71,77,72
S14 Households,SK138 Saarijärvi-Viitasaari,"D11R Wages and salaries received, income",283,286,287,295,295,291
S14 Households,SK138 Saarijärvi-Viitasaari,"D12R Employer's social security contributions, income",66,67,62,61,60,55
S14 Households,SK138 Saarijärvi-Viitasaari,"D4OMR  Property income, (incl. holding gains and losses), income",58,49,52,56,48,47
S14 Households,SK138 Saarijärvi-Viitasaari,"D4K Property income, expenditure",6,4,4,4,4,3
S14 Households,SK138 Saarijärvi-Viitasaari,B5N Net national income,516,516,518,536,537,525
S14 Households,SK138 Saarijärvi-Viitasaari,"D62R Social benefits other than social transfers in kind, income",264,264,262,258,260,271
S14 Households,SK138 Saarijärvi-Viitasaari,"D7R Other current transfers, income",14,16,18,16,17,17
S14 Households,SK138 Saarijärvi-Viitasaari,"D5K Income, property and other direct taxes excl. capital taxes, expenditure",113,115,112,116,114,114
S14 Households,SK138 Saarijärvi-Viitasaari,D61K Employer's social security contributions,97,100,96,96,96,91
S14 Households,SK138 Saarijärvi-Viitasaari,"D7K Other current transfers, expenditure",26,25,25,25,25,25
S14 Households,SK138 Saarijärvi-Viitasaari,"B6N Disposable income, net",558,556,565,573,580,583
S14 Households,SK141 Suupohja,"B2N Operating surplus, net",44,44,43,43,40,45
S14 Households,SK141 Suupohja,"B3N Mixed income, net",45,49,52,52,58,60
S14 Households,SK141 Suupohja,"D11R Wages and salaries received, income",242,242,245,250,256,252
S14 Households,SK141 Suupohja,"D12R Employer's social security contributions, income",56,57,53,52,52,48
S14 Households,SK141 Suupohja,"D4OMR  Property income, (incl. holding gains and losses), income",45,46,47,42,41,40
S14 Households,SK141 Suupohja,"D4K Property income, expenditure",6,4,3,4,4,3
S14 Households,SK141 Suupohja,B5N Net national income,426,433,436,435,442,442
S14 Households,SK141 Suupohja,"D62R Social benefits other than social transfers in kind, income",176,176,175,173,175,182
S14 Households,SK141 Suupohja,"D7R Other current transfers, income",11,12,14,12,14,13
S14 Households,SK141 Suupohja,"D5K Income, property and other direct taxes excl. capital taxes, expenditure",93,95,92,92,94,93
S14 Households,SK141 Suupohja,D61K Employer's social security contributions,82,84,81,81,82,78
S14 Households,SK141 Suupohja,"D7K Other current transfers, expenditure",21,20,21,20,21,20
S14 Households,SK141 Suupohja,"B6N Disposable income, net",417,422,431,427,434,445
S14 Households,SK142 Seinäjoki,"B2N Operating surplus, net",230,237,234,235,229,244
S14 Households,SK142 Seinäjoki,"B3N Mixed income, net",237,235,247,222,268,255
S14 Households,SK142 Seinäjoki,"D11R Wages and salaries received, income",1715,1729,1762,1842,1909,1913
S14 Households,SK142 Seinäjoki,"D12R Employer's social security contributions, income",398,405,379,380,386,364
S14 Households,SK142 Seinäjoki,"D4OMR  Property income, (incl. holding gains and losses), income",261,254,278,269,253,270
S14 Households,SK142 Seinäjoki,"D4K Property income, expenditure",30,23,19,21,22,17
S14 Households,SK142 Seinäjoki,B5N Net national income,2811,2837,2883,2926,3023,3030
S14 Households,SK142 Seinäjoki,"D62R Social benefits other than social transfers in kind, income",959,968,974,982,1006,1049
S14 Households,SK142 Seinäjoki,"D7R Other current transfers, income",59,61,71,65,71,66
S14 Households,SK142 Seinäjoki,"D5K Income, property and other direct taxes excl. capital taxes, expenditure",608,613,611,619,642,643
S14 Households,SK142 Seinäjoki,D61K Employer's social security contributions,583,598,583,595,610,589
S14 Households,SK142 Seinäjoki,"D7K Other current transfers, expenditure",119,114,118,117,121,119
S14 Households,SK142 Seinäjoki,"B6N Disposable income, net",2519,2542,2615,2643,2728,2795
S14 Households,SK144 Kuusiokunnat,"B2N Operating surplus, net",33,34,33,35,36,39
S14 Households,SK144 Kuusiokunnat,"B3N Mixed income, net",42,43,44,49,51,48
S14 Households,SK144 Kuusiokunnat,"D11R Wages and salaries received, income",227,228,229,237,240,235
S14 Households,SK144 Kuusiokunnat,"D12R Employer's social security contributions, income",53,54,49,49,48,45
S14 Households,SK144 Kuusiokunnat,"D4OMR  Property income, (incl. holding gains and losses), income",40,38,43,37,38,46
S14 Households,SK144 Kuusiokunnat,"D4K Property income, expenditure",4,3,3,3,3,2
S14 Households,SK144 Kuusiokunnat,B5N Net national income,390,394,396,404,411,411
S14 Households,SK144 Kuusiokunnat,"D62R Social benefits other than social transfers in kind, income",169,171,171,169,171,179
S14 Households,SK144 Kuusiokunnat,"D7R Other current transfers, income",10,11,13,12,13,12
S14 Households,SK144 Kuusiokunnat,"D5K Income, property and other direct taxes excl. capital taxes, expenditure",83,86,85,85,86,88
S14 Households,SK144 Kuusiokunnat,D61K Employer's social security contributions,78,79,76,77,77,73
S14 Households,SK144 Kuusiokunnat,"D7K Other current transfers, expenditure",20,18,19,19,19,19
S14 Households,SK144 Kuusiokunnat,"B6N Disposable income, net",389,392,400,405,412,422
S14 Households,SK146 Järviseutu,"B2N Operating surplus, net",39,40,39,39,36,38
S14 Households,SK146 Järviseutu,"B3N Mixed income, net",42,44,47,44,49,47
S14 Households,SK146 Järviseutu,"D11R Wages and salaries received, income",214,214,215,224,228,222
S14 Households,SK146 Järviseutu,"D12R Employer's social security contributions, income",50,50,46,46,46,42
S14 Households,SK146 Järviseutu,"D4OMR  Property income, (incl. holding gains and losses), income",44,42,45,41,38,41
S14 Households,SK146 Järviseutu,"D4K Property income, expenditure",4,3,2,3,3,2
S14 Households,SK146 Järviseutu,B5N Net national income,385,386,390,391,394,389
S14 Households,SK146 Järviseutu,"D62R Social benefits other than social transfers in kind, income",159,158,158,155,156,164
S14 Households,SK146 Järviseutu,"D7R Other current transfers, income",10,11,12,11,12,11
S14 Households,SK146 Järviseutu,"D5K Income, property and other direct taxes excl. capital taxes, expenditure",81,82,81,81,82,82
S14 Households,SK146 Järviseutu,D61K Employer's social security contributions,73,74,71,72,73,69
S14 Households,SK146 Järviseutu,"D7K Other current transfers, expenditure",18,17,18,18,18,18
S14 Households,SK146 Järviseutu,"B6N Disposable income, net",382,381,390,386,388,396
S14 Households,SK152 Vaasa,"B2N Operating surplus, net",186,192,193,188,175,175
S14 Households,SK152 Vaasa,"B3N Mixed income, net",172,166,172,170,186,185
S14 Households,SK152 Vaasa,"D11R Wages and salaries received, income",1679,1681,1693,1755,1812,1795
S14 Households,SK152 Vaasa,"D12R Employer's social security contributions, income",390,394,364,362,366,342
S14 Households,SK152 Vaasa,"D4OMR  Property income, (incl. holding gains and losses), income",203,213,219,209,214,212
S14 Households,SK152 Vaasa,"D4K Property income, expenditure",19,14,12,13,13,11
S14 Households,SK152 Vaasa,B5N Net national income,2612,2632,2630,2671,2739,2697
S14 Households,SK152 Vaasa,"D62R Social benefits other than social transfers in kind, income",779,798,807,805,825,864
S14 Households,SK152 Vaasa,"D7R Other current transfers, income",45,46,52,47,51,48
S14 Households,SK152 Vaasa,"D5K Income, property and other direct taxes excl. capital taxes, expenditure",554,570,559,561,584,592
S14 Households,SK152 Vaasa,D61K Employer's social security contributions,568,578,558,565,576,550
S14 Households,SK152 Vaasa,"D7K Other current transfers, expenditure",93,89,93,91,94,92
S14 Households,SK152 Vaasa,"B6N Disposable income, net",2221,2239,2279,2306,2361,2375
S14 Households,SK153 Sydösterbotten,"B2N Operating surplus, net",28,29,29,31,33,39
S14 Households,SK153 Sydösterbotten,"B3N Mixed income, net",38,40,42,46,53,56
S14 Households,SK153 Sydösterbotten,"D11R Wages and salaries received, income",205,205,207,214,220,223
S14 Households,SK153 Sydösterbotten,"D12R Employer's social security contributions, income",48,48,45,44,45,42
S14 Households,SK153 Sydösterbotten,"D4OMR  Property income, (incl. holding gains and losses), income",41,40,39,41,36,45
S14 Households,SK153 Sydösterbotten,"D4K Property income, expenditure",4,3,3,3,3,2
S14 Households,SK153 Sydösterbotten,B5N Net national income,355,358,358,374,384,403
S14 Households,SK153 Sydösterbotten,"D62R Social benefits other than social transfers in kind, income",141,142,144,139,143,148
S14 Households,SK153 Sydösterbotten,"D7R Other current transfers, income",8,9,10,10,11,10
S14 Households,SK153 Sydösterbotten,"D5K Income, property and other direct taxes excl. capital taxes, expenditure",78,80,79,81,81,83
S14 Households,SK153 Sydösterbotten,D61K Employer's social security contributions,70,71,69,69,71,69
S14 Households,SK153 Sydösterbotten,"D7K Other current transfers, expenditure",16,15,16,15,16,16
S14 Households,SK153 Sydösterbotten,"B6N Disposable income, net",340,343,349,356,369,392
S14 Households,SK154 Jakobstadsregionen,"B2N Operating surplus, net",70,73,74,77,79,85
S14 Households,SK154 Jakobstadsregionen,"B3N Mixed income, net",84,78,86,80,95,98
S14 Households,SK154 Jakobstadsregionen,"D11R Wages and salaries received, income",669,671,681,711,732,731
S14 Households,SK154 Jakobstadsregionen,"D12R Employer's social security contributions, income",155,157,147,147,148,139
S14 Households,SK154 Jakobstadsregionen,"D4OMR  Property income, (incl. holding gains and losses), income",114,115,103,127,99,134
S14 Households,SK154 Jakobstadsregionen,"D4K Property income, expenditure",10,7,6,7,7,6
S14 Households,SK154 Jakobstadsregionen,B5N Net national income,1082,1087,1085,1135,1147,1182
S14 Households,SK154 Jakobstadsregionen,"D62R Social benefits other than social transfers in kind, income",341,344,345,344,352,368
S14 Households,SK154 Jakobstadsregionen,"D7R Other current transfers, income",21,22,25,23,25,24
S14 Households,SK154 Jakobstadsregionen,"D5K Income, property and other direct taxes excl. capital taxes, expenditure",229,231,227,236,236,248
S14 Households,SK154 Jakobstadsregionen,D61K Employer's social security contributions,226,231,224,228,233,224
S14 Households,SK154 Jakobstadsregionen,"D7K Other current transfers, expenditure",44,42,43,42,44,43
S14 Households,SK154 Jakobstadsregionen,"B6N Disposable income, net",946,949,961,995,1011,1058
S14 Households,SK161 Kaustinen,"B2N Operating surplus, net",19,19,19,23,28,27
S14 Households,SK161 Kaustinen,"B3N Mixed income, net",38,39,40,40,43,45
S14 Households,SK161 Kaustinen,"D11R Wages and salaries received, income",161,160,163,168,169,166
S14 Households,SK161 Kaustinen,"D12R Employer's social security contributions, income",37,38,35,35,34,32
S14 Households,SK161 Kaustinen,"D4OMR  Property income, (incl. holding gains and losses), income",34,32,30,29,32,30
S14 Households,SK161 Kaustinen,"D4K Property income, expenditure",5,4,3,3,3,2
S14 Households,SK161 Kaustinen,B5N Net national income,283,284,284,291,303,297
S14 Households,SK161 Kaustinen,"D62R Social benefits other than social transfers in kind, income",109,110,111,110,111,115
S14 Households,SK161 Kaustinen,"D7R Other current transfers, income",8,8,9,8,9,8
S14 Households,SK161 Kaustinen,"D5K Income, property and other direct taxes excl. capital taxes, expenditure",62,61,60,61,61,62
S14 Households,SK161 Kaustinen,D61K Employer's social security contributions,55,55,54,54,54,52
S14 Households,SK161 Kaustinen,"D7K Other current transfers, expenditure",13,13,13,13,13,13
S14 Households,SK161 Kaustinen,"B6N Disposable income, net",270,273,277,281,295,295
S14 Households,SK162 Kokkola,"B2N Operating surplus, net",80,83,84,87,88,93
S14 Households,SK162 Kokkola,"B3N Mixed income, net",80,80,79,83,80,83
S14 Households,SK162 Kokkola,"D11R Wages and salaries received, income",710,723,737,769,797,796
S14 Households,SK162 Kokkola,"D12R Employer's social security contributions, income",165,170,159,159,161,152
S14 Households,SK162 Kokkola,"D4OMR  Property income, (incl. holding gains and losses), income",94,85,111,94,103,101
S14 Households,SK162 Kokkola,"D4K Property income, expenditure",10,7,6,7,7,6
S14 Households,SK162 Kokkola,B5N Net national income,1118,1134,1162,1184,1221,1218
S14 Households,SK162 Kokkola,"D62R Social benefits other than social transfers in kind, income",385,389,392,391,400,419
S14 Households,SK162 Kokkola,"D7R Other current transfers, income",22,21,24,23,25,23
S14 Households,SK162 Kokkola,"D5K Income, property and other direct taxes excl. capital taxes, expenditure",247,252,257,258,264,271
S14 Households,SK162 Kokkola,D61K Employer's social security contributions,241,250,244,248,254,245
S14 Households,SK162 Kokkola,"D7K Other current transfers, expenditure",44,42,43,42,43,43
S14 Households,SK162 Kokkola,"B6N Disposable income, net",993,1001,1034,1050,1084,1102
S14 Households,SK171 Oulu,"B2N Operating surplus, net",403,414,413,396,364,371
S14 Households,SK171 Oulu,"B3N Mixed income, net",250,283,294,305,288,308
S14 Households,SK171 Oulu,"D11R Wages and salaries received, income",3583,3688,3788,4008,4196,4262
S14 Households,SK171 Oulu,"D12R Employer's social security contributions, income",831,863,814,826,846,810
S14 Households,SK171 Oulu,"D4OMR  Property income, (incl. holding gains and losses), income",535,419,478,486,531,531
S14 Households,SK171 Oulu,"D4K Property income, expenditure",36,27,23,26,26,21
S14 Households,SK171 Oulu,B5N Net national income,5567,5641,5765,5996,6198,6261
S14 Households,SK171 Oulu,"D62R Social benefits other than social transfers in kind, income",1689,1713,1733,1748,1792,1890
S14 Households,SK171 Oulu,"D7R Other current transfers, income",88,84,97,89,97,91
S14 Households,SK171 Oulu,"D5K Income, property and other direct taxes excl. capital taxes, expenditure",1229,1230,1241,1272,1317,1364
S14 Households,SK171 Oulu,D61K Employer's social security contributions,1208,1264,1244,1285,1327,1299
S14 Households,SK171 Oulu,"D7K Other current transfers, expenditure",175,167,174,172,178,175
S14 Households,SK171 Oulu,"B6N Disposable income, net",4731,4777,4935,5104,5266,5404
S14 Households,SK173 Oulunkaari,"B2N Operating surplus, net",37,37,36,38,39,41
S14 Households,SK173 Oulunkaari,"B3N Mixed income, net",42,44,45,50,53,51
S14 Households,SK173 Oulunkaari,"D11R Wages and salaries received, income",237,242,246,258,268,266
S14 Households,SK173 Oulunkaari,"D12R Employer's social security contributions, income",55,57,53,53,54,51
S14 Households,SK173 Oulunkaari,"D4OMR  Property income, (incl. holding gains and losses), income",35,30,37,34,41,35
S14 Households,SK173 Oulunkaari,"D4K Property income, expenditure",4,3,2,3,3,2
S14 Households,SK173 Oulunkaari,B5N Net national income,403,406,415,430,451,442
S14 Households,SK173 Oulunkaari,"D62R Social benefits other than social transfers in kind, income",193,193,192,190,193,201
S14 Households,SK173 Oulunkaari,"D7R Other current transfers, income",11,11,13,12,13,12
S14 Households,SK173 Oulunkaari,"D5K Income, property and other direct taxes excl. capital taxes, expenditure",87,87,87,87,91,93
S14 Households,SK173 Oulunkaari,D61K Employer's social security contributions,81,84,82,83,86,82
S14 Households,SK173 Oulunkaari,"D7K Other current transfers, expenditure",19,18,18,18,19,19
S14 Households,SK173 Oulunkaari,"B6N Disposable income, net",420,422,434,443,461,461
S14 Households,SK174 Raahe,"B2N Operating surplus, net",35,35,35,44,54,68
S14 Households,SK174 Raahe,"B3N Mixed income, net",51,46,51,49,51,56
S14 Households,SK174 Raahe,"D11R Wages and salaries received, income",420,418,421,436,449,438
S14 Households,SK174 Raahe,"D12R Employer's social security contributions, income",98,98,91,90,91,83
S14 Households,SK174 Raahe,"D4OMR  Property income, (incl. holding gains and losses), income",87,56,73,93,58,49
S14 Households,SK174 Raahe,"D4K Property income, expenditure",6,4,3,4,4,3
S14 Households,SK174 Raahe,B5N Net national income,685,648,668,709,698,692
S14 Households,SK174 Raahe,"D62R Social benefits other than social transfers in kind, income",271,274,275,276,283,298
S14 Households,SK174 Raahe,"D7R Other current transfers, income",15,16,18,17,18,18
S14 Households,SK174 Raahe,"D5K Income, property and other direct taxes excl. capital taxes, expenditure",165,155,158,166,157,158
S14 Households,SK174 Raahe,D61K Employer's social security contributions,144,146,141,142,144,136
S14 Households,SK174 Raahe,"D7K Other current transfers, expenditure",30,28,29,29,30,30
S14 Households,SK174 Raahe,"B6N Disposable income, net",633,609,633,665,668,684
S14 Households,SK175 Haapavesi-Siikalatva,"B2N Operating surplus, net",17,17,17,20,24,29
S14 Households,SK175 Haapavesi-Siikalatva,"B3N Mixed income, net",35,33,35,40,40,41
S14 Households,SK175 Haapavesi-Siikalatva,"D11R Wages and salaries received, income",144,145,146,149,153,151
S14 Households,SK175 Haapavesi-Siikalatva,"D12R Employer's social security contributions, income",33,34,31,31,31,29
S14 Households,SK175 Haapavesi-Siikalatva,"D4OMR  Property income, (incl. holding gains and losses), income",21,21,23,22,25,23
S14 Households,SK175 Haapavesi-Siikalatva,"D4K Property income, expenditure",3,3,2,2,2,2
S14 Households,SK175 Haapavesi-Siikalatva,B5N Net national income,247,248,251,260,271,271
S14 Households,SK175 Haapavesi-Siikalatva,"D62R Social benefits other than social transfers in kind, income",106,106,106,105,105,110
S14 Households,SK175 Haapavesi-Siikalatva,"D7R Other current transfers, income",7,7,8,8,9,8
S14 Households,SK175 Haapavesi-Siikalatva,"D5K Income, property and other direct taxes excl. capital taxes, expenditure",53,54,53,54,55,55
S14 Households,SK175 Haapavesi-Siikalatva,D61K Employer's social security contributions,49,50,48,48,49,47
S14 Households,SK175 Haapavesi-Siikalatva,"D7K Other current transfers, expenditure",12,11,12,12,12,12
S14 Households,SK175 Haapavesi-Siikalatva,"B6N Disposable income, net",246,246,252,260,268,275
S14 Households,SK176 Nivala-Haapajärvi,"B2N Operating surplus, net",47,47,46,47,47,49
S14 Households,SK176 Nivala-Haapajärvi,"B3N Mixed income, net",53,55,64,64,69,68
S14 Households,SK176 Nivala-Haapajärvi,"D11R Wages and salaries received, income",295,296,304,316,323,320
S14 Households,SK176 Nivala-Haapajärvi,"D12R Employer's social security contributions, income",68,70,65,65,65,61
S14 Households,SK176 Nivala-Haapajärvi,"D4OMR  Property income, (incl. holding gains and losses), income",50,45,53,51,50,53
S14 Households,SK176 Nivala-Haapajärvi,"D4K Property income, expenditure",7,5,4,5,5,4
S14 Households,SK176 Nivala-Haapajärvi,B5N Net national income,507,509,528,538,549,548
S14 Households,SK176 Nivala-Haapajärvi,"D62R Social benefits other than social transfers in kind, income",217,216,215,212,215,224
S14 Households,SK176 Nivala-Haapajärvi,"D7R Other current transfers, income",14,14,16,15,16,15
S14 Households,SK176 Nivala-Haapajärvi,"D5K Income, property and other direct taxes excl. capital taxes, expenditure",111,110,111,113,115,118
S14 Households,SK176 Nivala-Haapajärvi,D61K Employer's social security contributions,101,103,101,102,104,99
S14 Households,SK176 Nivala-Haapajärvi,"D7K Other current transfers, expenditure",24,23,24,23,24,23
S14 Households,SK176 Nivala-Haapajärvi,"B6N Disposable income, net",502,504,524,526,537,546
S14 Households,SK177 Ylivieska,"B2N Operating surplus, net",59,60,59,65,70,80
S14 Households,SK177 Ylivieska,"B3N Mixed income, net",75,81,85,89,95,94
S14 Households,SK177 Ylivieska,"D11R Wages and salaries received, income",508,513,525,545,563,559
S14 Households,SK177 Ylivieska,"D12R Employer's social security contributions, income",118,120,113,113,114,106
S14 Households,SK177 Ylivieska,"D4OMR  Property income, (incl. holding gains and losses), income",98,89,96,85,108,93
S14 Households,SK177 Ylivieska,"D4K Property income, expenditure",10,7,6,7,7,5
S14 Households,SK177 Ylivieska,B5N Net national income,848,856,872,890,943,928
S14 Households,SK177 Ylivieska,"D62R Social benefits other than social transfers in kind, income",308,311,311,312,319,334
S14 Households,SK177 Ylivieska,"D7R Other current transfers, income",19,20,23,21,23,21
S14 Households,SK177 Ylivieska,"D5K Income, property and other direct taxes excl. capital taxes, expenditure",183,183,186,184,197,193
S14 Households,SK177 Ylivieska,D61K Employer's social security contributions,173,177,174,176,180,172
S14 Households,SK177 Ylivieska,"D7K Other current transfers, expenditure",36,34,36,35,37,36
S14 Households,SK177 Ylivieska,"B6N Disposable income, net",783,792,811,826,871,882
S14 Households,SK178 Koillismaa,"B2N Operating surplus, net",29,29,29,30,32,32
S14 Households,SK178 Koillismaa,"B3N Mixed income, net",33,31,34,32,33,33
S14 Households,SK178 Koillismaa,"D11R Wages and salaries received, income",210,214,215,224,231,225
S14 Households,SK178 Koillismaa,"D12R Employer's social security contributions, income",49,50,46,46,47,43
S14 Households,SK178 Koillismaa,"D4OMR  Property income, (incl. holding gains and losses), income",30,31,32,31,34,31
S14 Households,SK178 Koillismaa,"D4K Property income, expenditure",3,2,2,2,2,2
S14 Households,SK178 Koillismaa,B5N Net national income,348,353,354,363,374,363
S14 Households,SK178 Koillismaa,"D62R Social benefits other than social transfers in kind, income",168,168,168,165,168,179
S14 Households,SK178 Koillismaa,"D7R Other current transfers, income",9,9,10,9,10,9
S14 Households,SK178 Koillismaa,"D5K Income, property and other direct taxes excl. capital taxes, expenditure",76,76,75,75,77,78
S14 Households,SK178 Koillismaa,D61K Employer's social security contributions,72,74,71,73,74,70
S14 Households,SK178 Koillismaa,"D7K Other current transfers, expenditure",16,15,15,15,16,15
S14 Households,SK178 Koillismaa,"B6N Disposable income, net",361,364,370,374,385,388
S14 Households,SK181 Kehys-Kainuu,"B2N Operating surplus, net",42,42,41,39,36,40
S14 Households,SK181 Kehys-Kainuu,"B3N Mixed income, net",35,38,41,46,50,46
S14 Households,SK181 Kehys-Kainuu,"D11R Wages and salaries received, income",212,213,212,217,219,213
S14 Households,SK181 Kehys-Kainuu,"D12R Employer's social security contributions, income",49,50,46,45,44,41
S14 Households,SK181 Kehys-Kainuu,"D4OMR  Property income, (incl. holding gains and losses), income",34,31,43,39,49,32
S14 Households,SK181 Kehys-Kainuu,"D4K Property income, expenditure",3,2,2,2,2,2
S14 Households,SK181 Kehys-Kainuu,B5N Net national income,369,371,380,385,395,370
S14 Households,SK181 Kehys-Kainuu,"D62R Social benefits other than social transfers in kind, income",213,211,210,208,210,217
S14 Households,SK181 Kehys-Kainuu,"D7R Other current transfers, income",10,11,13,12,13,12
S14 Households,SK181 Kehys-Kainuu,"D5K Income, property and other direct taxes excl. capital taxes, expenditure",84,84,82,83,86,85
S14 Households,SK181 Kehys-Kainuu,D61K Employer's social security contributions,73,75,71,71,71,67
S14 Households,SK181 Kehys-Kainuu,"D7K Other current transfers, expenditure",19,18,18,18,18,18
S14 Households,SK181 Kehys-Kainuu,"B6N Disposable income, net",417,418,432,433,442,429
S14 Households,SK182 Kajaani,"B2N Operating surplus, net",82,83,82,86,89,111
S14 Households,SK182 Kajaani,"B3N Mixed income, net",72,77,78,82,79,83
S14 Households,SK182 Kajaani,"D11R Wages and salaries received, income",679,697,710,741,763,758
S14 Households,SK182 Kajaani,"D12R Employer's social security contributions, income",153,160,149,150,151,142
S14 Households,SK182 Kajaani,"D4OMR  Property income, (incl. holding gains and losses), income",84,74,111,100,122,81
S14 Households,SK182 Kajaani,"D4K Property income, expenditure",8,6,5,6,6,4
S14 Households,SK182 Kajaani,B5N Net national income,1062,1084,1125,1154,1198,1170
S14 Households,SK182 Kajaani,"D62R Social benefits other than social transfers in kind, income",447,445,443,442,447,465
S14 Households,SK182 Kajaani,"D7R Other current transfers, income",21,22,25,23,25,24
S14 Households,SK182 Kajaani,"D5K Income, property and other direct taxes excl. capital taxes, expenditure",239,241,241,244,251,248
S14 Households,SK182 Kajaani,D61K Employer's social security contributions,226,237,231,236,239,230
S14 Households,SK182 Kajaani,"D7K Other current transfers, expenditure",43,41,42,41,43,43
S14 Households,SK182 Kajaani,"B6N Disposable income, net",1022,1032,1079,1098,1136,1139
S14 Households,SK191 Rovaniemi,"B2N Operating surplus, net",118,121,122,115,103,112
S14 Households,SK191 Rovaniemi,"B3N Mixed income, net",94,96,145,115,104,98
S14 Households,SK191 Rovaniemi,"D11R Wages and salaries received, income",898,912,937,983,1032,1028
S14 Households,SK191 Rovaniemi,"D12R Employer's social security contributions, income",207,213,201,202,208,195
S14 Households,SK191 Rovaniemi,"D4OMR  Property income, (incl. holding gains and losses), income",104,96,121,121,139,109
S14 Households,SK191 Rovaniemi,"D4K Property income, expenditure",10,8,6,7,7,6
S14 Households,SK191 Rovaniemi,B5N Net national income,1411,1431,1518,1528,1578,1537
S14 Households,SK191 Rovaniemi,"D62R Social benefits other than social transfers in kind, income",510,517,521,523,534,564
S14 Households,SK191 Rovaniemi,"D7R Other current transfers, income",27,27,30,28,30,29
S14 Households,SK191 Rovaniemi,"D5K Income, property and other direct taxes excl. capital taxes, expenditure",310,316,315,320,332,339
S14 Households,SK191 Rovaniemi,D61K Employer's social security contributions,304,314,308,316,328,315
S14 Households,SK191 Rovaniemi,"D7K Other current transfers, expenditure",50,47,49,49,51,50
S14 Households,SK191 Rovaniemi,"B6N Disposable income, net",1284,1298,1397,1395,1433,1426
S14 Households,SK192 Kemi-Tornio,"B2N Operating surplus, net",107,108,106,101,90,92
S14 Households,SK192 Kemi-Tornio,"B3N Mixed income, net",66,69,70,74,74,71
S14 Households,SK192 Kemi-Tornio,"D11R Wages and salaries received, income",771,772,780,802,822,818
