"12bg -- Employment and hours worked by area, annually, 2000-2021*",,,,,,,,,
,,,,,,,,,
Area,Transaction,Industry,Sector,2015 Original series,2016 Original series,2017 Original series,2018 Original series,2019 Original series,2020 Original series
SA3 Western Finland,"E1 Employment, domestic (1 000 persons)",19-22 Chemical industry,S1 Total economy,9.273,9.114,9.046,9.244,9.112,8.748
SA3 Western Finland,"E1 Employment, domestic (1 000 persons)",23 Manufacture of other non-metallic mineral products,S1 Total economy,3.393,3.416,3.587,3.65,3.655,3.401
SA3 Western Finland,"E1 Employment, domestic (1 000 persons)",24-30 Metal industry,S1 Total economy,54.493,53.616,53.326,54.232,54.641,53.492
SA3 Western Finland,"E1 Employment, domestic (1 000 persons)","24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",S1 Total economy,19.703,19.465,20.075,20.532,20.373,19.912
SA3 Western Finland,"E1 Employment, domestic (1 000 persons)","26, 27 Manufacture of electrical and electronic products",S1 Total economy,9.028,8.857,8.105,8.013,8.284,8.107
SA3 Western Finland,"E1 Employment, domestic (1 000 persons)",28 Manufacture of machinery and equipment n.e.c.,S1 Total economy,20.081,19.601,19.644,20.707,20.812,20.348
SA3 Western Finland,"E1 Employment, domestic (1 000 persons)","29, 30 Manufacture of transport equipment",S1 Total economy,5.681,5.693,5.501,4.981,5.172,5.125
SA3 Western Finland,"E1 Employment, domestic (1 000 persons)","31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",S1 Total economy,9.85,9.741,9.875,10.764,11.313,11.287
SA3 Western Finland,"E1 Employment, domestic (1 000 persons)","05-09, 13-15, 19-23, 31-39 Other industry",S1 Total economy,34.682,34,34.31,35.491,35.616,34.724
SA3 Western Finland,"E1 Employment, domestic (1 000 persons)","D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",S1 Total economy,6.697,6.434,6.522,6.66,6.578,6.784
SA3 Western Finland,"E1 Employment, domestic (1 000 persons)",F Construction (41-43),S1 Total economy,46.141,48.07,48.813,50.679,49.371,48.764
SA3 Western Finland,"E1 Employment, domestic (1 000 persons)",G-T Services (45-98),S1 Total economy,408.914,409.471,415.698,425.984,434.068,425.21
SA3 Western Finland,"E1 Employment, domestic (1 000 persons)",G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),S1 Total economy,64.389,64.057,63.27,64.311,63.423,61.414
SA3 Western Finland,"E1 Employment, domestic (1 000 persons)",H Transportation and storage (49-53),S1 Total economy,30.159,29.988,29.805,30.844,31.029,29.268
SA3 Western Finland,"E1 Employment, domestic (1 000 persons)",I Accommodation and food service activities (55-56),S1 Total economy,17.27,17.851,17.871,19.043,20.719,17.362
SA3 Western Finland,"E1 Employment, domestic (1 000 persons)",J Information and communication (58-63),S1 Total economy,18.474,18.439,19.909,20.136,20.224,20.607
SA3 Western Finland,"E1 Employment, domestic (1 000 persons)",K Financial and insurance activities (64-66),S1 Total economy,6.639,6.464,6.038,5.629,6.387,6.013
SA3 Western Finland,"E1 Employment, domestic (1 000 persons)","681, 68209, 683, M, N Real estate activities; Professional, scientific and technical activities;  Office administrative and other",S1 Total economy,61.907,64.003,67.575,71.599,71.554,70.393
SA3 Western Finland,"E1 Employment, domestic (1 000 persons)","681, 68209, 683 Other real estate activities",S1 Total economy,3.909,3.98,4.155,4.24,4.291,4.5
SA3 Western Finland,"E1 Employment, domestic (1 000 persons)","68201, 68202 Letting and operation of dwellings",S1 Total economy,0.92,1.016,1.034,1.063,1.056,1.312
SA3 Western Finland,"E1 Employment, domestic (1 000 persons)","M Professional, scientific and technical activities (69-75)",S1 Total economy,28.462,29,29.67,31.116,31.498,32.434
SA3 Western Finland,"E1 Employment, domestic (1 000 persons)",N Administrative and support service activities (77-82),S1 Total economy,29.536,31.024,33.75,36.243,35.766,33.459
SA3 Western Finland,"E1 Employment, domestic (1 000 persons)",O Public administration and defence; compulsory social security (84),S1 Total economy,35.738,34.566,35.032,35.422,36.487,36.564
SA3 Western Finland,"E1 Employment, domestic (1 000 persons)",P Education (85),S1 Total economy,41.013,39.811,40.54,40.513,41.1,41.359
SA3 Western Finland,"E1 Employment, domestic (1 000 persons)",Q Human health and social work activities (86-88),S1 Total economy,102.648,103.165,104.546,106.658,111.031,111.04
SA3 Western Finland,"E1 Employment, domestic (1 000 persons)","R, S Other service activities (90-96)",S1 Total economy,26.042,26.284,26.223,27.222,28.086,27.031
SA3 Western Finland,"E1 Employment, domestic (1 000 persons)",T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),S1 Total economy,3.716,3.825,3.853,3.544,2.97,2.846
SA3 Western Finland,"E2 Hours worked, domestic (1 000 000 h)","A Agriculture, forestry and fishing (01-03)",S1 Total economy,68.608,63.519,62.061,59.723,59.358,60.515
SA3 Western Finland,"E2 Hours worked, domestic (1 000 000 h)","01 Crop and animal production, hunting and related service activities",S1 Total economy,53.074,48.786,47.02,44.565,43.567,44.381
SA3 Western Finland,"E2 Hours worked, domestic (1 000 000 h)","02, 03 Forestry; Fishing",S1 Total economy,15.534,14.733,15.041,15.159,15.791,16.134
SA3 Western Finland,"E2 Hours worked, domestic (1 000 000 h)",B-F Secondary production (05-43),S1 Total economy,280.346,279.837,280.334,286.596,283.239,276.722
SA3 Western Finland,"E2 Hours worked, domestic (1 000 000 h)",B Mining and quarrying (05-09),S1 Total economy,2.202,2.247,2.165,2.311,2.32,2.208
SA3 Western Finland,"E2 Hours worked, domestic (1 000 000 h)",10-12 Food industry etc.,S1 Total economy,19.553,19.12,18.816,18.605,18.963,18.868
SA3 Western Finland,"E2 Hours worked, domestic (1 000 000 h)","13-15 Textile, clothing and leather industry",S1 Total economy,5.954,5.657,5.794,5.521,5.168,4.818
SA3 Western Finland,"E2 Hours worked, domestic (1 000 000 h)","16-18 Manufacture of wood products, paper and paper products; printing and reproduction of recorded media",S1 Total economy,25.369,24.451,23.691,23.555,22.556,20.738
SA3 Western Finland,"E2 Hours worked, domestic (1 000 000 h)","16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",S1 Total economy,10.126,9.898,10.049,9.771,9.054,8.075
SA3 Western Finland,"E2 Hours worked, domestic (1 000 000 h)","17, 18 Paper industry; Printing",S1 Total economy,15.242,14.553,13.642,13.784,13.501,12.662
SA3 Western Finland,"E2 Hours worked, domestic (1 000 000 h)",19-22 Chemical industry,S1 Total economy,13.777,13.633,13.61,13.768,13.629,13.208
SA3 Western Finland,"E2 Hours worked, domestic (1 000 000 h)",23 Manufacture of other non-metallic mineral products,S1 Total economy,5.223,5.251,5.544,5.684,5.664,5.183
SA3 Western Finland,"E2 Hours worked, domestic (1 000 000 h)",24-30 Metal industry,S1 Total economy,86.2,84.794,85.166,86.306,86.64,84.775
SA3 Western Finland,"E2 Hours worked, domestic (1 000 000 h)","24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",S1 Total economy,30.515,30.183,31.468,31.888,31.602,30.87
SA3 Western Finland,"E2 Hours worked, domestic (1 000 000 h)","26, 27 Manufacture of electrical and electronic products",S1 Total economy,14.066,13.631,12.626,12.579,12.859,12.592
SA3 Western Finland,"E2 Hours worked, domestic (1 000 000 h)",28 Manufacture of machinery and equipment n.e.c.,S1 Total economy,33.233,32.353,32.698,34.376,34.414,33.615
SA3 Western Finland,"E2 Hours worked, domestic (1 000 000 h)","29, 30 Manufacture of transport equipment",S1 Total economy,8.386,8.627,8.374,7.462,7.766,7.698
SA3 Western Finland,"E2 Hours worked, domestic (1 000 000 h)","31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",S1 Total economy,15.859,15.559,15.65,16.984,17.673,17.53
SA3 Western Finland,"E2 Hours worked, domestic (1 000 000 h)","05-09, 13-15, 19-23, 31-39 Other industry",S1 Total economy,54.493,53.013,53.602,55.188,55.277,54.02
SA3 Western Finland,"E2 Hours worked, domestic (1 000 000 h)","D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",S1 Total economy,11.478,10.666,10.838,10.92,10.823,11.073
SA3 Western Finland,"E2 Hours worked, domestic (1 000 000 h)",F Construction (41-43),S1 Total economy,94.732,98.459,99.059,102.943,99.803,98.322
SA3 Western Finland,"E2 Hours worked, domestic (1 000 000 h)",G-T Services (45-98),S1 Total economy,632.89,629.649,636.638,652.943,666.966,646.929
SA3 Western Finland,"E2 Hours worked, domestic (1 000 000 h)",G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),S1 Total economy,101.746,100.549,99.271,101.233,99.778,96.233
SA3 Western Finland,"E2 Hours worked, domestic (1 000 000 h)",H Transportation and storage (49-53),S1 Total economy,51.652,51.365,51.291,52.886,53.29,48.838
SA3 Western Finland,"E2 Hours worked, domestic (1 000 000 h)",I Accommodation and food service activities (55-56),S1 Total economy,30.757,31.386,31.049,32.954,34.73,27.603
SA3 Western Finland,"E2 Hours worked, domestic (1 000 000 h)",J Information and communication (58-63),S1 Total economy,29.879,29.64,31.402,32.105,32.343,32.814
SA3 Western Finland,"E2 Hours worked, domestic (1 000 000 h)",K Financial and insurance activities (64-66),S1 Total economy,10.488,10.269,9.615,9.194,9.751,9.264
SA3 Western Finland,"E2 Hours worked, domestic (1 000 000 h)","681, 68209, 683, M, N Real estate activities; Professional, scientific and technical activities;  Office administrative and other",S1 Total economy,92.098,94.314,98.843,105.25,104.825,103.504
SA3 Western Finland,"E2 Hours worked, domestic (1 000 000 h)","681, 68209, 683 Other real estate activities",S1 Total economy,6.307,6.319,6.574,6.745,6.678,6.964
SA3 Western Finland,"E2 Hours worked, domestic (1 000 000 h)","68201, 68202 Letting and operation of dwellings",S1 Total economy,1.544,1.694,1.741,1.805,1.811,2.232
SA3 Western Finland,"E2 Hours worked, domestic (1 000 000 h)","M Professional, scientific and technical activities (69-75)",S1 Total economy,45.14,45.859,46.44,49.429,49.641,50.852
SA3 Western Finland,"E2 Hours worked, domestic (1 000 000 h)",N Administrative and support service activities (77-82),S1 Total economy,40.651,42.136,45.829,49.076,48.506,45.688
SA3 Western Finland,"E2 Hours worked, domestic (1 000 000 h)",O Public administration and defence; compulsory social security (84),S1 Total economy,59.971,57.447,58.307,58.813,59.849,60
SA3 Western Finland,"E2 Hours worked, domestic (1 000 000 h)",P Education (85),S1 Total economy,56.758,54.984,56.573,54.739,60.536,58.04
SA3 Western Finland,"E2 Hours worked, domestic (1 000 000 h)",Q Human health and social work activities (86-88),S1 Total economy,153.747,154.078,154.837,157.44,163.643,164.248
SA3 Western Finland,"E2 Hours worked, domestic (1 000 000 h)","R, S Other service activities (90-96)",S1 Total economy,39.135,38.661,38.418,41.639,42.441,40.376
SA3 Western Finland,"E2 Hours worked, domestic (1 000 000 h)",T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),S1 Total economy,5.113,5.263,5.291,4.883,3.969,3.778
SA4 Northern and Eastern Finland,"E1 Employment, domestic (1 000 persons)","A Agriculture, forestry and fishing (01-03)",S1 Total economy,37.431,34.912,34.157,32.936,32.96,33.337
SA4 Northern and Eastern Finland,"E1 Employment, domestic (1 000 persons)","01 Crop and animal production, hunting and related service activities",S1 Total economy,26.5,24.043,23.024,21.512,21.311,22.216
SA4 Northern and Eastern Finland,"E1 Employment, domestic (1 000 persons)","02, 03 Forestry; Fishing",S1 Total economy,10.932,10.869,11.133,11.423,11.649,11.121
SA4 Northern and Eastern Finland,"E1 Employment, domestic (1 000 persons)",B-F Secondary production (05-43),S1 Total economy,124.141,126.204,127.533,131.786,130.818,128.934
SA4 Northern and Eastern Finland,"E1 Employment, domestic (1 000 persons)",B Mining and quarrying (05-09),S1 Total economy,4.376,4.676,4.854,5.166,5.319,5.42
SA4 Northern and Eastern Finland,"E1 Employment, domestic (1 000 persons)",10-12 Food industry etc.,S1 Total economy,6.885,6.905,6.736,6.945,6.887,6.796
SA4 Northern and Eastern Finland,"E1 Employment, domestic (1 000 persons)","13-15 Textile, clothing and leather industry",S1 Total economy,2.754,2.7,2.674,2.593,2.388,2.369
SA4 Northern and Eastern Finland,"E1 Employment, domestic (1 000 persons)","16-18 Manufacture of wood products, paper and paper products; printing and reproduction of recorded media",S1 Total economy,13.449,13.635,13.641,13.901,13.585,12.897
SA4 Northern and Eastern Finland,"E1 Employment, domestic (1 000 persons)","16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",S1 Total economy,9.339,9.476,9.574,10.108,9.755,9.424
SA4 Northern and Eastern Finland,"E1 Employment, domestic (1 000 persons)","17, 18 Paper industry; Printing",S1 Total economy,4.111,4.159,4.067,3.792,3.83,3.473
SA4 Northern and Eastern Finland,"E1 Employment, domestic (1 000 persons)",19-22 Chemical industry,S1 Total economy,4.2,4.311,4.355,4.274,4.407,4.447
SA4 Northern and Eastern Finland,"E1 Employment, domestic (1 000 persons)",23 Manufacture of other non-metallic mineral products,S1 Total economy,2.932,3.076,3.118,3.144,3.117,3.099
SA4 Northern and Eastern Finland,"E1 Employment, domestic (1 000 persons)",24-30 Metal industry,S1 Total economy,33.963,33.848,33.912,34.498,35.527,35.35
SA4 Northern and Eastern Finland,"E1 Employment, domestic (1 000 persons)","24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",S1 Total economy,17.641,17.634,17.572,17.681,18.101,17.779
SA4 Northern and Eastern Finland,"E1 Employment, domestic (1 000 persons)","26, 27 Manufacture of electrical and electronic products",S1 Total economy,8.437,8.425,8.306,8.418,8.403,8.736
SA4 Northern and Eastern Finland,"E1 Employment, domestic (1 000 persons)",28 Manufacture of machinery and equipment n.e.c.,S1 Total economy,5.873,5.87,6.014,6.346,6.756,6.558
SA4 Northern and Eastern Finland,"E1 Employment, domestic (1 000 persons)","29, 30 Manufacture of transport equipment",S1 Total economy,2.012,1.919,2.02,2.053,2.267,2.277
SA4 Northern and Eastern Finland,"E1 Employment, domestic (1 000 persons)","31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",S1 Total economy,7.673,7.655,7.703,7.692,7.623,7.376
SA4 Northern and Eastern Finland,"E1 Employment, domestic (1 000 persons)","05-09, 13-15, 19-23, 31-39 Other industry",S1 Total economy,27.655,27.772,27.881,28.024,28.176,28.336
SA4 Northern and Eastern Finland,"E1 Employment, domestic (1 000 persons)","D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",S1 Total economy,5.72,5.353,5.177,5.155,5.323,5.624
SA4 Northern and Eastern Finland,"E1 Employment, domestic (1 000 persons)",F Construction (41-43),S1 Total economy,42.187,44.044,45.364,48.418,46.643,45.556
SA4 Northern and Eastern Finland,"E1 Employment, domestic (1 000 persons)",G-T Services (45-98),S1 Total economy,377.583,377.691,378.02,388.24,397.095,389.796
SA4 Northern and Eastern Finland,"E1 Employment, domestic (1 000 persons)",G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),S1 Total economy,56.407,55.512,54.381,54.687,54.75,52.382
SA4 Northern and Eastern Finland,"E1 Employment, domestic (1 000 persons)",H Transportation and storage (49-53),S1 Total economy,28.7,28.436,28.343,28.276,29.038,27.925
SA4 Northern and Eastern Finland,"E1 Employment, domestic (1 000 persons)",I Accommodation and food service activities (55-56),S1 Total economy,17.311,17.497,17.747,18.535,19.473,17.507
SA4 Northern and Eastern Finland,"E1 Employment, domestic (1 000 persons)",J Information and communication (58-63),S1 Total economy,10.705,10.827,11.541,11.616,11.544,11.988
SA4 Northern and Eastern Finland,"E1 Employment, domestic (1 000 persons)",K Financial and insurance activities (64-66),S1 Total economy,6.082,5.793,5.526,4.991,5.561,5.518
SA4 Northern and Eastern Finland,"E1 Employment, domestic (1 000 persons)","681, 68209, 683, M, N Real estate activities; Professional, scientific and technical activities;  Office administrative and other",S1 Total economy,51.226,51.473,52.968,55.953,57.735,57.038
SA4 Northern and Eastern Finland,"E1 Employment, domestic (1 000 persons)","681, 68209, 683 Other real estate activities",S1 Total economy,3.438,3.508,3.524,3.664,3.599,3.723
